time,seconds_elapsed,yaw,qx,qz,roll,qw,qy,pitch
1772556604855213800,0.0752138671875,-1.0936855387969628,0.07932059049437977,-0.524860882173736,-0.2121798389986135,0.8301125592825794,-0.17071193071088003,0.3161293610938618
1772556604865197800,0.08519775390625,-1.089482063500452,0.08371335892153302,-0.5232227011484087,-0.21387129654199588,0.8300630286266109,-0.17385473236563584,0.32668403977158633
1772556604875181800,0.095181884765625,-1.0854958727386548,0.08735720709528215,-0.5216592094904126,-0.21542074381781995,0.8301189310433243,-0.17647384873202357,0.3354055618273321
1772556604885166800,0.105166748046875,-1.081989397778738,0.08939915849680187,-0.5202977304521077,-0.21726014806118588,0.8303533621556688,-0.17835768406566618,0.3406119836743221
1772556604895150800,0.11515087890625,-1.0796588403284966,0.0890453627723274,-0.5194331578485709,-0.21956892203013623,0.8307437729944368,-0.17923432643217263,0.3407014078977737
1772556604905134800,0.125134765625,-1.0790899290392946,0.08569630173305795,-0.5193193634183232,-0.22288865056989654,0.8311888071117095,-0.17913310830271467,0.3347300318209213
1772556604915118800,0.135118896484375,-1.080299383307236,0.07934652399263505,-0.5199602811525847,-0.2278647390357475,0.8315737242153637,-0.17841102083892443,0.3230900700203307
1772556604925103900,0.145103759765625,-1.0825808153477077,0.07084012344370443,-0.5210208279184091,-0.2344270774009046,0.831888095525796,-0.17742944707669303,0.3075777833735516
1772556604935087900,0.155087890625,-1.0846071438888352,0.06166648380061671,-0.5219095202386619,-0.24188881162465736,0.8322529237949656,-0.17652978044944923,0.29099900108971444
1772556604945071900,0.16507177734375,-1.085046340220629,0.053697927234802156,-0.522076128767952,-0.2490633543261637,0.8328079902485923,-0.17602217694170996,0.27675344588856965
1772556604955055900,0.175055908203125,-1.0831686618343386,0.0486930952437792,-0.5212729535152019,-0.25459533972980786,0.833597524901842,-0.17612131250910587,0.26799178487785624
1772556604965041000,0.185041015625,-1.0789845819371724,0.04742818299683536,-0.5195820211214469,-0.25821603381676334,0.8345116141213451,-0.17713137025460104,0.26636594825169874
1772556604975025000,0.19502490234375,-1.0731229649865384,0.04959815746097182,-0.5173082307616551,-0.260706928106696,0.8353252644675523,-0.17934321709903864,0.2717448159687481
1772556604985009000,0.2050087890625,-1.066328105197967,0.05425897332509152,-0.5147359539959094,-0.26254565767797694,0.8359400006759687,-0.1825025265462828,0.28233162540909673
1772556604994992600,0.21499267578125,-1.0592642392444191,0.060247381290176566,-0.5120822196583983,-0.2638369663945458,0.8363826292254968,-0.18602720645906515,0.29558776631068706
1772556605004978000,0.22497802734375,-1.0528808911449294,0.0664678194401615,-0.5096726870597433,-0.2642152058940621,0.8366792598651922,-0.18916541154807584,0.3089404067432729
1772556605014962000,0.2349619140625,-1.047776740021275,0.07221569012447408,-0.5076909662712806,-0.26293822604364514,0.8369501840071185,-0.191178230548334,0.32045748797336693
1772556605024945700,0.244945556640625,-1.0438877198128815,0.07711849803521992,-0.5060796358680014,-0.2597419288491642,0.8373614449789147,-0.19173431101538407,0.32912780780969203
1772556605034929700,0.2549296875,-1.0411214302171254,0.08095742608865596,-0.5047983223545253,-0.25472494434234544,0.8379896889886342,-0.1907825257691895,0.33449941863969557
1772556605044914700,0.264914794921875,-1.0395852336475941,0.08359290150020574,-0.5039182132108764,-0.2483589021837325,0.8387694337064868,-0.188532511929505,0.3365581195828323
1772556605054898700,0.274898681640625,-1.0391114800464831,0.08494409576473622,-0.5034232466486526,-0.24157504546040748,0.8396183285304724,-0.18544732545399634,0.3356237996963607
1772556605064882700,0.284882568359375,-1.039506041999698,0.08495624196942117,-0.5033018305382385,-0.23560777116629428,0.840408065132609,-0.1821648080942556,0.3322423654607155
1772556605074866700,0.29486669921875,-1.0406860340982524,0.08392135521789908,-0.5035487315516722,-0.23080180093386932,0.8410386866403237,-0.17902478921186574,0.3272684109799298
1772556605084851700,0.304851806640625,-1.0424529624912993,0.08238957871233368,-0.5040744298519473,-0.22676537066598496,0.841495202025873,-0.1760876333511393,0.321703806937524
1772556605094835700,0.314835693359375,-1.044243887775662,0.08090473087177573,-0.5046316005405599,-0.22307173600880625,0.8418713122683694,-0.17336144969403086,0.3164450289293542
1772556605104819700,0.32481982421875,-1.0453020417097107,0.07984464501024556,-0.5048970921076945,-0.21950602309721273,0.8423224460943516,-0.1708700138185469,0.3120953312391366
1772556605114803700,0.3348037109375,-1.0452962816346052,0.0794328050015435,-0.5047241914501004,-0.2158578905248483,0.8429232335356124,-0.1685948602865313,0.3089928328167275
1772556605124788700,0.344788818359375,-1.0441088241229084,0.0797143215649727,-0.50405744224048,-0.21203510651944737,0.8437111743089124,-0.16650267187444032,0.307173393951405
