version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation,platform version,fusion
3,iPhone 11,1772656046428,2026-03-04_20-27-26,Africa/Kigali,ios,1.54,b691021d-7c46-4160-b781-fa6b1f9306d3,Accelerometer|Gyroscope|Annotation|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10||10|10,false,18.6.2,system
