version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation,platform version
3,Pixel 4,1772650326261,2026-03-04_18-52-06,Africa/Kigali,android,1.54.1,d9f0c703-bf22-491f-9636-6a237cb0cc00,Accelerometer|Gyroscope|Annotation|TotalAcceleration|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10||10|10|10,true,33
