time,seconds_elapsed,yaw,qx,qz,roll,qw,qy,pitch
1772556659143025000,0.07202490234375,-0.5722436822454222,0.19084559759202854,-0.2925268006004876,-0.17216668462052445,0.9259693966960264,-0.14348034973886717,0.4526809937256718
1772556659153009000,0.0820087890625,-0.5734112424176953,0.19251297777231766,-0.2931809849714382,-0.17299743652506588,0.925260423161853,-0.1444878695526095,0.45668077872803453
1772556659162994000,0.091993896484375,-0.5738954363395093,0.1942969144983125,-0.29368468879542153,-0.17547730501031011,0.9244462864781932,-0.14627720945790387,0.46134497764768406
1772556659172978000,0.10197802734375,-0.5738549191438095,0.19629745323834502,-0.2940470433773584,-0.1788937748832036,0.9235484465518091,-0.1485325459966947,0.46668866659935815
1772556659182962000,0.1119619140625,-0.5734971966112524,0.1984456947684616,-0.29427468156400827,-0.182343854485531,0.9226483629775948,-0.15080358593534446,0.4723121867302427
1772556659192946000,0.12194580078125,-0.5729011497880611,0.20049071769354074,-0.2943567011446981,-0.1854126523427807,0.92184757390431,-0.1528226118130861,0.4775588151204603
1772556659202931000,0.131930908203125,-0.5722953801433089,0.20213303534873164,-0.2943523230805296,-0.18772989090941983,0.9212353798875834,-0.15435170342808638,0.4817060632010132
1772556659212915000,0.1419150390625,-0.5721535787781885,0.20294637275044025,-0.29442577713158125,-0.18888966391455478,0.920901624595195,-0.15513333673436663,0.48379026372959766
1772556659222899000,0.15189892578125,-0.5728921203285009,0.2024995164327997,-0.29473202907221563,-0.18864809563623305,0.9209273904939264,-0.15498252939046397,0.48287947034734
1772556659232883000,0.161883056640625,-0.5746386327585794,0.20069768304835242,-0.2953047814427643,-0.186768354271376,0.9213420446345075,-0.1537676257854904,0.47871505794210284
1772556659242867000,0.171866943359375,-0.5769977951447158,0.19782903687251013,-0.29600656515403867,-0.18356506873942915,0.9220851404908222,-0.15166687322362474,0.4719446440161248
1772556659252852000,0.18185205078125,-0.5791562972650076,0.1944379287347456,-0.29657275211748196,-0.17995797724035925,0.9230290350641203,-0.14918404506102265,0.4638913078681219
