time,seconds_elapsed,z,y,x
1772650955026810000,-0.00718994140625,-0.12766708433628082,-0.12033691257238388,0.4891359508037567
1772650955036687600,0.0026875,-0.13453911244869232,-0.007941014133393764,0.46516019105911255
1772650955046565000,0.012565185546875,-0.13560809195041656,0.08093725889921188,0.3052709102630615
1772650955056442600,0.022442626953125,-0.09315420687198639,0.0713164210319519,0.19913621246814728
1772650955066320000,0.03231982421875,-0.04321744292974472,-0.018783552572131157,0.15240639448165894
1772650955076197400,0.042197265625,0.00259610079228878,-0.1382041871547699,0.15301723778247833
1772650955086075000,0.052074951171875,0.021379653364419937,-0.2020377367734909,0.1360662281513214
1772650955095952100,0.0619521484375,0.036039989441633224,-0.1910424828529358,0.07650861889123917
1772650955105829600,0.07182958984375,0.053143709897994995,-0.13973131775856018,0.003359660040587187
1772650955115707000,0.081706787109375,0.059557609260082245,-0.10002623498439789,-0.05894676223397255
1772650955125584400,0.09158447265625,0.04550812020897865,-0.07666133344173431,-0.1056765764951706
1772650955135462000,0.1014619140625,0.021226942539215088,-0.055587101727724075,-0.13331741094589233
1772650955146339300,0.11233935546875,0.002748812548816204,-0.04153761267662048,-0.14003673195838928
1772650955200665000,0.1666650390625,-0.007482878863811493,0.029626091942191124,0.04046862944960594
1772650955220419800,0.186419921875,0.007330167107284069,0.018019994720816612,0.03924693539738655
1772650955230297300,0.19629736328125,0.02107422985136509,0.012216945178806782,0.0522274412214756
1772650955240174600,0.206174560546875,0.03665083646774292,-0.004886778071522713,0.07498150318861008
1772650955250052000,0.216052001953125,0.05100574716925621,-0.020463382825255394,0.09651386737823486
1772650955259929600,0.2259296875,0.05528167635202408,-0.025197450071573257,0.10384403169155121
1772650955269806800,0.235806884765625,0.055892523378133774,-0.02351761981844902,0.09834641218185425
1772650955279684400,0.245684326171875,0.05329642444849014,-0.026724567636847496,0.08108997344970703
1772650955289561900,0.255561767578125,0.04184303805232048,-0.04474456235766411,0.06841489672660828
1772650955299439000,0.265439208984375,0.02870982140302658,-0.06856760382652283,0.07773031294345856
1772650955309316600,0.275316650390625,0.023059483617544174,-0.08338065445423126,0.111632339656353
1772650955319193900,0.28519384765625,0.02901524491608143,-0.08551861345767975,0.14965757727622986
1772650955329071400,0.2950712890625,0.04489727318286896,-0.08032641559839249,0.17348061501979828
1772650955338948900,0.304948974609375,0.06978929787874222,-0.05375456064939499,0.17882554233074188
