time,seconds_elapsed,z,y,x
1772656284478380300,0.00138037109375,9.76989459991455,-0.052043892443180084,0.07657032459974289
1772656284488259000,0.011259033203125,9.76989459991455,-0.03529413416981697,0.07896314561367035
1772656284498137600,0.0211376953125,9.76989459991455,-0.04247260093688965,0.07178468257188797
1772656284508016000,0.03101611328125,9.772287368774414,-0.038285162299871445,0.06699903309345245
1772656284517894700,0.040894775390625,9.765109062194824,-0.047258246690034866,0.08374879509210587
1772656284527773400,0.0507734375,9.772287368774414,-0.04247260093688965,0.08135596662759781
1772656284537652000,0.06065185546875,9.76989459991455,-0.04486542567610741,0.07657032459974289
1772656284547530500,0.070530517578125,9.762716293334961,-0.04007977992296219,0.07657032459974289
1772656284557409000,0.080408935546875,9.772287368774414,-0.04247260093688965,0.07657032459974289
1772656284567287800,0.090287841796875,9.76989459991455,-0.04007977992296219,0.08135596662759781
1772656284577166300,0.100166259765625,9.774680137634277,-0.04307080805301666,0.062213387340307236
1772656284587044900,0.110044921875,9.774680137634277,-0.04007977992296219,0.06939185410737991
1772656284615680800,0.1386806640625,9.76989459991455,-0.047258246690034866,0.07417750358581543
1772656284645316400,0.16831640625,9.774680137634277,-0.04486542567610741,0.06939185410737991
1772656284665073700,0.18807373046875,9.767501831054688,-0.04007977992296219,0.08135596662759781
1772656284684830700,0.207830810546875,9.76989459991455,-0.04486542567610741,0.064606212079525
1772656284694709200,0.217709228515625,9.76989459991455,-0.049651071429252625,0.07657032459974289
1772656284704588000,0.227588134765625,9.76989459991455,-0.04247260093688965,0.07178468257188797
1772656284714466600,0.237466552734375,9.765109062194824,-0.04247260093688965,0.07417750358581543
1772656284724345000,0.247344970703125,9.77707290649414,-0.047258246690034866,0.07417750358581543
1772656284734223600,0.2572236328125,9.772287368774414,-0.047258246690034866,0.06939185410737991
1772656284744102400,0.267102294921875,9.772287368774414,-0.04247260093688965,0.07896314561367035
1772656284753981000,0.27698095703125,9.765109062194824,-0.049651071429252625,0.07178468257188797
1772656284763859500,0.286859375,9.774680137634277,-0.04486542567610741,0.07896314561367035
1772656284773738000,0.296738037109375,9.76989459991455,-0.04247260093688965,0.06939185410737991
1772656284783616800,0.30661669921875,9.76989459991455,-0.047258246690034866,0.07896314561367035
1772656284793495300,0.316495361328125,9.76989459991455,-0.049651071429252625,0.07896314561367035
1772656284803373800,0.326373779296875,9.774680137634277,-0.04247260093688965,0.06939185410737991
1772656284813252400,0.33625244140625,9.774680137634277,-0.047258246690034866,0.07178468257188797
1772656284823131100,0.346131103515625,9.774680137634277,-0.049651071429252625,0.06699903309345245
1772656284833009700,0.356009765625,9.76989459991455,-0.04247260093688965,0.07417750358581543
1772656284842888200,0.36588818359375,9.76989459991455,-0.04486542567610741,0.07178468257188797
1772656284852766700,0.3757666015625,9.772287368774414,-0.04007977992296219,0.06699903309345245
1772656284862645200,0.385645263671875,9.772287368774414,-0.04007977992296219,0.07178468257188797
1772656284872524000,0.39552392578125,9.76989459991455,-0.04247260093688965,0.07657032459974289
1772656284882402600,0.405402587890625,9.772287368774414,-0.04486542567610741,0.07417750358581543
1772656284892281000,0.415281005859375,9.772287368774414,-0.03768695518374443,0.07178468257188797
1772656284902159600,0.42515966796875,9.772287368774414,-0.04007977992296219,0.07417750358581543
1772656284912038400,0.435038330078125,9.772287368774414,-0.038285162299871445,0.064606212079525
1772656284921917000,0.4449169921875,9.767501831054688,-0.04486542567610741,0.07657032459974289
1772656284931795500,0.45479541015625,9.772287368774414,-0.04486542567610741,0.07657032459974289
1772656284941674000,0.464674072265625,9.76989459991455,-0.04247260093688965,0.07417750358581543
1772656284951552500,0.474552490234375,9.767501831054688,-0.04007977992296219,0.07178468257188797
1772656284961431300,0.484431396484375,9.76989459991455,-0.04007977992296219,0.06939185410737991
1772656284971309800,0.494309814453125,9.774680137634277,-0.047258246690034866,0.07657032459974289
1772656284981188400,0.504188232421875,9.767501831054688,-0.047258246690034866,0.07896314561367035
1772656284991067000,0.51406689453125,9.772287368774414,-0.04486542567610741,0.07896314561367035
1772656285000945700,0.523945556640625,9.772287368774414,-0.047258246690034866,0.064606212079525
1772656285010824200,0.53382421875,9.77707290649414,-0.04486542567610741,0.06939185410737991
1772656285020702700,0.54370263671875,9.772287368774414,-0.047258246690034866,0.07896314561367035
1772656285030581200,0.553581298828125,9.772287368774414,-0.038285162299871445,0.06939185410737991
1772656285040460000,0.5634599609375,9.765109062194824,-0.03768695518374443,0.07657032459974289
1772656285050338600,0.573338623046875,9.76989459991455,-0.04486542567610741,0.07657032459974289
1772656285060217000,0.583217041015625,9.767501831054688,-0.047258246690034866,0.07178468257188797
1772656285070095600,0.593095703125,9.76989459991455,-0.047258246690034866,0.06699903309345245
1772656285079974100,0.60297412109375,9.767501831054688,-0.047258246690034866,0.07896314561367035
1772656285089853000,0.61285302734375,9.772287368774414,-0.04247260093688965,0.07896314561367035
1772656285099731500,0.6227314453125,9.76989459991455,-0.04486542567610741,0.06939185410737991
1772656285109610000,0.63260986328125,9.77707290649414,-0.049651071429252625,0.07657032459974289
1772656285119488500,0.642488525390625,9.76989459991455,-0.04486542567610741,0.06939185410737991
1772656285129367300,0.6523671875,9.774680137634277,-0.054436713457107544,0.062213387340307236
1772656285139245800,0.662245849609375,9.767501831054688,-0.054436713457107544,0.06699903309345245
1772656285149124400,0.672124267578125,9.774680137634277,-0.052043892443180084,0.06939185410737991
1772656285159003000,0.6820029296875,9.767501831054688,-0.04247260093688965,0.07657032459974289
1772656285168881400,0.69188134765625,9.767501831054688,-0.04486542567610741,0.07417750358581543
1772656285178760200,0.70176025390625,9.772287368774414,-0.047258246690034866,0.07417750358581543
1772656285188638700,0.711638671875,9.767501831054688,-0.04247260093688965,0.07178468257188797
1772656285198517200,0.721517333984375,9.767501831054688,-0.04007977992296219,0.07896314561367035
1772656285208395800,0.731395751953125,9.774680137634277,-0.047258246690034866,0.08135596662759781
